Label,Link,Brand,Price,Rank,Ingredients,Age,Combinations,Dry,FULL,LIGTH,MEDIUM,NATURAL,NORMAL,OILY,Sensitive
Moisturiser,https://www.lookfantastic.com/elizabeth-arden-visible-difference-refining-moisture-cream-75ml/11195549.html,Elizabeth Arden Visible Difference Refining Moisture Cream (75ml),94,3.6,"Water/Aqua/Eau, Glycerin, Squalane, Cetearyl Alcohol, Polysorbate 60, Isopropyl Myristate, Beeswax/Cera Alba/Cire D'abeille, Olea?˜Europaea (Olive) Fruit Oil, Retinyl Palmitate, Allantoin, Panthenol, Laureth-7, C13-14 Isoparaffin, Polyacrylamide, Sodium?˜Hydroxide, Disodium Edta, Parfum/Fragrance, Benzyl Benzoate, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool,?˜Methylisothiazolinone, Methylparaben.",15,0,1,0,1,1,0,1,1,0
Moisturiser,https://www.lookfantastic.com/antipodes-baptise-h20-ultra-hydrating-water-gel-60ml/12432848.html,Antipodes Baptise H20 Ultra-Hydrating Water Gel 60ml,83,4.2,"Aqua (Water), Glycerine, Sodium Acrylates Copolymer & Lecithin, Dehydroacetic Acid, Benzyl Alcohol, Glyceryl Caprylate, Polysorbate 20, Hyaluronic Acid ( Plant Based), Glycerine & Water & Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Sodium Citrate, Lysolecithin & Sclerotium Gum & Xanthan Gum & Pullulan, Phormium Tenax (Harakeke) Flax Extract, Hibiscus Sabdariffa (Hibiscus) Flower Extract, Leptospermum Scoparium Mel (Manuka) Honey, Cyathea Medullaris (Mamaku Black Fern) Extract, Zingiber Officinale (Ginger) Root Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Mica, Titanium Dioxide, Vegetone Rich Red T2/Lycopene Red W/S, Rose Anatolia: Citral, Citronellol, Eugenol, Geraniol, Linalool.",15,0,1,0,1,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/l-oreal-paris-dermo-expertise-triple-active-hydrating-night-moisturiser-50ml/10726524.html,L'Or??al Paris Dermo Expertise Triple Active Hydrating Night Moisturiser (50ml),86,5,"Aqua / Water, Hydrogenated Polyisobutene, Dimethicone, Glycerin, Paraffinum Liquidum / Mineral Oil, Cetyl Alcohol, Peg-100 Stearate, Glyceryl Stearate, OryzaSativa Bran Oil / Rice Bran Oil, Zea Mays Oil / Corn Oil, Hydroxyethylpiperazine Ethane Sulfonic Acid, Cera Microcristallina / Microcrystalline Wax, Paraffin, Sesamum Indicum Oil / Sesame Seed Oil, Sorbitan Tristearate, Isohexadecane, Bifida Ferment Lysate, Ascorbyl Glucoside, Hydroxypalmitoyl Sphinganine, Citric Acid, Triticum Vulgare Germ Oil / Wheat Germ Oil, Panthenol, Polysorbate 80, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Retinyl Palmitate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Benzoate, Phenoxyethanol, Chlorhexidine Digluconate, Ci 14700 / Red 4, Alpha-Isomethyl Ionone, Limonene, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Parfum / Fragrance.",20,1,0,1,0,1,0,1,1,0
Moisturiser,https://www.lookfantastic.com/bulldog-sensitive-moisturiser-100ml/10599977.html,Bulldog Sensitive Moisturiser 100ml,45,3.8,"Aqua (Water), Ethylhexyl palmitate, Caprylic/capric triglyceride, Glycerin, Sodium polyacrylate, Sorbitan stearate, Pentaerythrityl distearate, Phenoxyethanol, Tocopheryl acetate, Sodium stearoyl glutamate, Benzoic acid, Carbomer, Cedrus atlantica bark oil, Dehydroacetic acid, Mannan, Camellia sinensis leaf extract, Hydrolyzed algin, Sodium hydroxide, Ethylhexylglycerin, Maris aqua (Sea water), Pogostemon cablin oil, Polyaminopropyl biguanide, Chlorella vulgaris extract.",35,1,0,1,0,1,0,0,1,0
Moisturiser,https://www.lookfantastic.com/dr.jart-ceramidin-cream-50ml/12099664.html,Dr.Jart+ Ceramidin Cream 50ml,60,4.4,"Water, Glycerin, Dipropylene Glycol, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Methyl Trimethicone, 1,2-Hexanediol, Bifida Ferment Lysate, Phenyl Trimethicone, Vegetable Oil, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate SE, Ceramide NP, Stearic Acid, Algae Extract, Eclipta Prostrata Leaf Extract, Cetearyl Glucoside, Hydrogenated Lecithin, Microcrystalline Cellulose, Butylene Glycol, C12-16 Alcohols, Ammonium Acryloyldimethyltaurate/VP Copolymer, Malt Extract, Beta Vulgaris (Beet) Root Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Throbroma Caco (Cocoa) Seed Extract, Curuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Amaranthus Caudatus Seed Extract, Ulmus Davidiana Root Extract, Avena Sativa (Oat) Kernel Extract, Cynara Scolymus (Artichoke) Leaf Extract, Pteris Multifida Extract, Artemisia Vulgaris Extract, Corallina Officinalis Extract, Pyracantha Fortuneana Fruit Extract, Glycerly Polymethacrylate, Cholesterol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Hydrolyzed Corn Starch, Sodium Hyaluronate, Pelargonium Graveolens Flower Oil, Fructooligosaccharides, Beta-Glucan, Dextrin, Disodium EDTA, Panthenol, Polyquaternium-51, Raffinose, Hydrolyzed Hyaluronic Acid, Folic Acid, Salvia Officinalis (Sage) Oil, Pogostemon Cablin Oil, Tromethamine, Ceramide AP, Ceramide AS, Ceramide NS, Palmitoyl Pentapeptide-4, Ceramide EOP.",40,1,1,0,1,0,1,1,0,1
Moisturiser,https://www.lookfantastic.com/erno-laszlo-phelityl-night-cream-various-sizes/12204396.html,"
Erno Laszlo Phelityl Night Cream 50ml",66,4.2,"Water (Aqua/Eau), Glyceryl Stearate, Dimethicone, PEG-8, Cetearyl Alcohol, Paraffinum Liquidum (Mineral Oil/Huile Minerale), C10-13 Cholesterol/Lanosterol Esters, Caprylic/Capric Triglyceride, PPG-10 Cetyl Ether, Petrolatum, Ceteareth-20, Magnesium Aluminum Silicate, Imidazolidinyl Urea, Carbomer, Methylparaben, Sodium Hydroxide, Propylparaben, Parfum (Fragrance), Benzyl Salicylate, Citral, Coumarin, Eugenol, Hexyl Cinnamal, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Caramel.",50,1,0,0,0,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/antipodes-avocado-pear-nourishing-night-cream-60ml/10374561.html,Antipodes Avocado Pear Nourishing Night Cream 60ml,75,4.1,"Aqua (Water), Squalane (Olive) Extract, Butyrospermum parkii (Shea) Butter, Glycerine, Leptospermum scoparium (Mel) Manuka Honey, Macadamia integrifolia (Macadamia) Nut Oil, Persea gratissima (Avocado Pear) Oil, Cetearyl Alcohol, Calendula officinalis (Calendula/Marigold) Flower Oil, Cocos nucifera (Coconut) Oil, Lecithin, Tocopherol (Vitamin E), Helianthus annuus (Sunflower) Seed Oil, Dehydroacetic Acid, Benzyl Alcohol, Bisabolol, Vitis vinifera (Vinanza?˜Grape) Seed Extract. Fragrance of Sandalwood, Ylang Ylang & Patchouli: Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Citral, Citronellol, Limonene, Eugenol, Farnesol, Geraniol, Isoeugenol, Linalool.",20,0,1,1,1,1,0,0,1,0
Moisturiser,https://www.lookfantastic.com/fade-out-advanced-even-skin-tone-night-cream-50ml/11284055.html,Fade Out ADVANCED Even Skin Tone Night Cream 50ml,82,4.4,"Aqua (Water), Sodium Lactate, C12-15 Alkyl Benzoate, Lactic Acid, Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Cetearyl?˜Alcohol, Glycerin, Stearyl Alcohol, Hexylene Glycol, Niacinamide, Ceteareth 20, Phenoxyethanol, Inulin, Rosa Canina Fruit Oil,?˜Parfum (Fragrance), Sodium Saccharin, Panthenol, Tocopheryl Acetate, Plukenetia Volubilis Seed Oil, Ethylhexylglycerin, Alpha-Glucan Oligosaccharide, Arbutin, Morus Nigra Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Disodium EDTA, Glyceryl?˜Oleate, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid Polypeptide, Citric Acid, Citronellol, Linalool, Hydroxyisohexyl 3-Cyclohexene.",20,1,1,0,0,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/niod-hydration-vaccine-face-cream-50ml/11261665.html,NIOD Hydration Vaccine Face Cream 50ml,91,4.5,"Caprylyl Methicone, Aqua (Water), PEG-12 Dimethicone/PPG-20 Crosspolymer, Glycerin, Propanediol, Sodium Polyacrylate,?˜Leontopodium Alpinum Callus Culture Extract, N-Acetyl-D-glucosamine-6-phosphate disodium salt, Proline, Alanine, Serine, Glucose,?˜Xylitol, Xylitylglucoside, Anhydroxylitol, Adansonia Digitata Fruit Extract, Polypodium Vulgare Rhizome Extract, Cetraria?˜Islandica Thallus Extract, Sphagnum Magellanicum Extract, Pseudoalteromonas Ferment Extract, Tocopherol, Tocopheryl Acetate,?˜Mangifera Indica Seed Butter, Orbignya Oleifera Seed Oil, Squalane, Lecithin, Hexamethyldisiloxane, Trimethylsiloxysilicate,?˜Cyclopentasiloxane, Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Hydroxyethyl Acrylate/Sodium?˜Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Caprylyl Glycol, Sodium Benzoate, Potassium Sorbate, Citric Acid, Sodium?˜Phosphate, Sodium Hydroxide, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin.",20,1,0,1,0,0,0,1,0,0
Moisturiser,https://www.lookfantastic.com/the-inkey-list-peptide-moisturizer-50ml/12435692.html,The INKEY List Peptide Moisturizer 50ml,35,4.8,"Aqua (Water/Eau), Caprylic/Capric Triglyceride, Glycerin, C12-15 Alkyl Benzoate, Cetearyl Alcohol, Glyceryl Stearate SE, Betaine, Butylene Glycol, Phenoxyethanol, Benzyl Alcohol, Carbomer, Butyrospermum Parkii (Shea) Butter, Sodium Stearoyl Glutamate, Sodium Hydroxide, Ethylhexylglycerin, Sodium Gluconate, Tocopheryl Acetate, Dehydroacetic Acid, Hydrogenated Lecithin, Phenethyl Alcohol, Acetyl Hexapeptide-37, Maltodextrin, Pentapeptide-48.",20,0,1,0,1,1,0,1,1,0
Moisturiser,https://www.lookfantastic.com/clinique-moisture-surge-intense-skin-fortifying-hydrator-50ml/11144742.html,Clinique Moisture Surge Intense Skin Fortifying Hydrator 50ml,43,5,"Water\Aqua\Eau, Cyclopentasiloxane, Glycerin, Butylene Glycol, Dimethicone, Cetyl Ethylhexanoate, Squalane, Disteardimonium Hectorite, Peg/Ppg-18/18 Dimethicone, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Ahnfeltia Concinna Extract, Olea Europaea (Olive) Fruit Extract, Caffeine, Whey Protein\Lactis Protein\Prot??ine Du Petit-Lait, Cholesterol, Sodium Hyaluronate, Petrolatum, Peg-150, Sucrose, Pyridoxine Dipalmitate, Linoleic Acid, Tocopheryl Acetate, Citric Acid, Polysilicone-11, Propylene Carbonate, Glyceryl Polymethacrylate, Peg-8, Aloe Barbadensis Leaf Extract, Triticum Vulgare (Wheat) Bran Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Palmitoyl Hexapeptide-12, Sodium Citrate, Sodium Hexametaphosphate, Chlorphenesin, Phenoxyethanol.",15,0,1,0,1,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/clinique-moisture-surge-72-hour-auto-replenishing-hydrator-30ml/11668593.html,Clinique Moisture Surge 72-Hour Auto Replenishing Hydrator 30ml,45,4.2,"Water, Dimethicone, Butylene Glycol, Glycerin, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (LadyŸ??s Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Caprylyl Glycol, Oleth-10, Sodium Polyasparate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, PEG-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium EDTA, BHT, Phenoxyethanol, Red 4, Yellow 5.",15,1,0,1,0,1,0,1,1,0
Moisturiser,https://www.lookfantastic.com/l-oreal-paris-hydra-genius-liquid-care-moisturiser-for-normal-combination-skin-70ml-2-pack-exclusive/12313627.html,L'Or??al Paris Hydra Genius Liquid Care Moisturiser for Normal Combination Skin 70ml 2 Pack Exclusive,57,4.4,"Aqua / Water, Glycerin, Alcohol Denat., Dimethicone, Isononyl Isononanoate, Silanetriol, Carbomer, Triethanolamine, Dimethiconol, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Silica Dimethyl Silylate [Nano] / Silica Dimethyl Silylate, Hyaluronic Acid, Phyllostachys Bambusoides Extract, Caprylyl Glycol, Tetrasodium EDTA, Citric Acid, Biosaccharide Gum-1, Xanthan Gum, Panthenol, Menthoxypropanediol, Ethylhexyl Palmitate, Butylene Glycol, Hexylene Glycol, Tocopherol, Potassium Sorbate, Sorbic Acid, Methylparaben, Sodium Benzoate, Phenoxyethanol, Chlorphenesin, CI 42090 / Blue 1, Linalool, Limonene, Parfum / Fragrance.",15,1,0,1,0,1,0,0,1,0
Moisturiser,https://www.lookfantastic.com/murad-hydro-dynamic-ultimate-moisture-50ml/10475423.html,Murad Hydro-DynamicŸ?? Ultimate Moisture (50ml),59,4.1,"Water (Aqua), C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Butylene Glycol, Glyceryl Stearate, Glyceryl Behenate/Eicosadioate, Dicaprylyl Carbonate, Butyrospermum Parkii (Shea Butter), Cetearyl Alcohol, Myristyl Myristate, Cetyl Alcohol, Ethoxydiglycol, Phenyl Trimethicone, Stearic Acid, Avena Sativa (Oat) Kernel Extract, Yeast Extract (Faex), Algae Extract, Glycine Soja (Soybean) Sterols, Zea Mays (Corn) Starch, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Linoleic Acid, Phospholipids, Polysorbate 60, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Glyceryl Polymethacrylate, Panthenol, Jojoba Alcohol, Potassium Jojobate, Polysorbate 80, Urea, Glucosamine HCl, PEG-8, Bisabolol, Sorbitan Oleate, Cetearyl Methicone, Dimethicone, Palmitoyl Oligopeptide, Retinyl Palmitate, Allantoin, Xanthan Gum, Disodium EDTA, BHT, Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol.",25,1,1,0,1,0,1,1,0,1
Moisturiser,https://www.lookfantastic.com/clinique-redness-solutions-daily-relief-cream-50ml/11144771.html,Clinique Redness Solutions Daily Relief Cream 50ml,40,4.4,"Water\Aqua\Eau, Dimethicone, Butyrospermum Parkii (Shea Butter), Cetearyl Alcohol, Hydrogenated Polyisobutene, Trisiloxane, Butylene Glycol, Glycerin, Sucrose, Isostearyl Palmitate, Peg-100 Stearate, Camellia Sinensis (Green Tea) Leaf Extract, Polygonum Cuspidatum Root Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Triticum Vulgare (Wheat) Germ Extract, Cetearyl Glucoside, Camellia Sinensis (Yellow Tea) Leaf Extract, Aspalathus Linearis (Red Tea) Leaf Extract, Saccharomyces Lysate Extract, Ascophyllum Nodosum Extract, Asparagopsis Armata Extract, Camellia Sinensis (White Tea) Leaf Extract, Algae Extract, Caffeine, Lactobacillus Ferment, Sodium Lauroyl Oat Amino Acids, Hydrogenated Lecithin, Polyethylene, Glyceryl Stearate, Salicylic Acid, Sorbitol, Methyl Glucose Sesquistearate, Cholesterol, Linoleic Acid, Glycine, Inulin, Tromethamine, Decarboxy Carnosine Hcl, Phytosphingosine, Cetyl Alcohol, Tocopheryl Acetate, Bisabolol, Squalane, Hdi/Trimethylol Hexyllactone Crosspolymer, Behenyl Alcohol, Sodium Hyaluronate, Carbomer, Silica, Disodium Edta, Potassium Sorbate, Phenoxyethanol, Blue 1 (Ci 42090), Yellow 5 (Ci 19140), Chromium Hydroxide Green (Ci 77289), Titanium Dioxide (Ci 77891), Mica.",30,1,0,0,0,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/decleor-hydra-floral-anti-pollution-hydrating-rich-cream/11740989.html,DECL??OR Hydra Floral Anti-Pollution Hydrating Rich Cream,94,4.2,"Aqua/Water, Ethylhexyl Hydroxystearate, Caprylic/Capric Triglyceride, Glycerin, Persea Gratissima Oil/Avocado Oil, Pentylene Glycol, Cetearyl Alcohol, Sunflower Seed Oil, Sorbitol Esters, Rosa Rubiginosa Seed Oil, PEG-32, PEG-6, PEG-100 Stearate, Glyceryl Stearate, Dimethicone, Panthenol, Sodium Polyacrylate, Cetearyl Glucoside, Pentaerythrityl Distearate, Cetyl Palmitate, 1-2-Hexanediol, Caprylyl Glycol, Glyceryl Acrylate/Acrylic Acid Copolymer, Phenoxyethanol, Butylphenyl Methylpropional, Polyquaternium-39, Glycine Soja/Soybean Oil, Viola Tricolor Extract, Tocopherol, Disodium Edta, Hexyl Cinnamal, Moringa Oleifera Seed Extract, Maltodextrin, Crithmum Maritimum Extract, Citrus Aurantium Amara Flower Oil/Bitter Orange Flower Oil, Citronellol, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Alpha-Isomethyl Ionone, Citric Acid, Linalool, Ethylhexylglycerin, Benzyl Alcohol, Sodium Benzoate, Limonene, Geraniol, Farnesol, Ascorbyl Palmitate, Parfum/Fragrance.",30,0,1,1,1,1,0,0,1,0
Moisturiser,https://www.lookfantastic.com/elemis-pro-collagen-oxygenating-night-cream-50ml/10366589.html,Elemis Pro-Collagen Oxygenating Night Cream 50ml,83,3.4,"Water (Aqua), Glycerin, Glyceryl Stearate SE, Butyrospermum Parkii (Shea Butter), Isononyl Isononanoate, Lauryl Laurate, Ethyl Macadamiate, Simmondsia Chinensis (Jojoba) Seed Oil, Oryza Sativa (Rice) Hull Powder, Laminaria Digitata Extract, Persea Gratissima (Avocado) Oil, Sesamum Indicum (Sesame) Oil Unsaponifiables, Triticum Vulgare (Wheat) Germ Oil Unsaponifiables, Persea Gratissima (Avocado) Oil Unsaponifiables, Padina Pavonica Extract, Corallina Officinalis Extract, Acacia Decurrens Absolute, Rosa Damascena Flower Oil, Hexapeptide-9, Phenoxyethanol, Cetyl Alcohol, Potassium Cetyl Phosphate, Sodium Polyacrylate, Butylene Glycol, Fragrance (Parfum), Methylparaben, O-Cymen-5-Ol, Glyceryl Acrylate/Acrylic Acid Copolymer, Ethylparaben, Disodium EDTA, Tocopheryl Linoleate, Propylene Glycol, Glyceryl Polyacrylate, Propylparaben, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Linalool, Tocopherol, Citronellol, Malic Acid.",30,1,1,0,0,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/weleda-skin-food-75ml-light/12147428.html,Weleda Skin Food 75ml - Light,86,3.6,"Water(Aqua), Helianthus Annuus(Sunflower) Seed Oil, Glycerin, Alcohol, Glyceryl Stearate Citrate, Beeswax(Cera Alba), Theobroma Cacao(Cocoa) Seed Butter, Cetearyl Alcohol, Butyrospermum Parkii(Shea) Butter, Limonene, Viola Tricolor Extract, Rosmarinus Officinalis(Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Calendula Officinalis Flower Extract, Lanolin, Carrageenan, Xanthan Gum, Lactic Acid, Glyceryl Caprylate, Fragrance(Parfum), Linalool, Geraniol, Citral.",40,1,0,1,0,0,0,1,0,0
Moisturiser,https://www.lookfantastic.com/clinique-moisture-surge-spf25-sheertint-hydrator-universal-light-medium-40ml/12075753.html,Clinique Moisture Surge SPF25 Sheertint Hydrator - Universal Light Medium 40ml,45,4.2,"Water\Aqua\Eau, Ethylhexyl Methoxycinnamate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Titanium Dioxide, Zinc Oxide, Caprylyl Methicone, Neopentyl Glycol Diheptanoate, Butylene Glycol, Pentylene Glycol, Glycerin, Polyglyceryl-10 Pentastearate, Hydrogenated Lecithin, Behenyl Alcohol, Peg-100 Stearate, Sucrose, Laminaria Saccharina Extract, Cucumis Sativus (Cucumber) Fruit Extract, Aloe Barbadensis Leaf Water, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Caffeine, Tocopheryl Acetate, Isohexadecane, Lecithin, Sodium Stearoyl Lactylate, Propylene Glycol Dicaprate, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seedcake, Trehalose, Isostearic Acid, Polyhydroxystearic Acid, Polysorbate 80, Dimethicone, Xanthan Gum, Polyethylene, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Silica, Disodium Edta, Tetrasodium Edta, Bht, Phenoxyethanol, [+/- Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Titanium Dioxide (Ci 77891)].",35,0,1,0,1,1,0,1,1,0
Moisturiser,https://www.lookfantastic.com/the-inkey-list-bakuchiol-moisturiser-30ml/12211783.html,The INKEY List Bakuchiol Moisturiser 30ml,60,5,"Aqua (Water/ Eau), Squalane, Glycerin, Propanediol, Plukenetia Volubilis Seed Oil (Sacha Inchi oil), Dicaprylyl Carbonate, Bakuchiol, Phenoxyethanol, Sodium Caproyl Prolinate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carbomer, Sodium Hydroxide, Ethylhexylglycerin, Sodium Stearoyl Glutamate, Polysorbate 60, Phytic Acid, Glyceryl Polyacrylate, Sorbitan Isostearate, Tocopherol.",25,0,1,0,1,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/cosrx-advanced-snail-92-all-in-one-cream-100ml/11401173.html,COSRX Advanced Snail 92 All in One Cream 100ml,66,3.8,"Snail Secretion Filtrate, Betaine, Caprylic/Capric Triglyceride, Cetearyl Olivate, Sorbitan Olivate, Sodium Hyaluronate, Cetearyl?˜Alcohol, Stearic Acid, Arginine, Dimethicone, Carbomer, Panthenol, Allantoin, Sodium Polyacrylate, Xanthan Gum, Ethyl Hexanediol,?˜Adenosine, Phenoxyethanol.",15,1,0,1,0,1,0,1,1,0
Moisturiser,https://www.lookfantastic.com/bareminerals-butter-drench-intense-moisurising-day-cream/11262518.html,bareMinerals Butter Drench Intense Moisurising Day Cream,75,4.4,"Water (Aqua/Eau), Glycerin, Butylene Glycol, Dimethicone, Pentaerythrityl Tetraethylhexanoate, Propanediol, Tricaprylin, Glyceryl Stearate SE, Cetyl Alcohol, Silica, Myristyl Myristate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire De Carnauba), Hydrogenated Polyisobutene, Hydrogenated Polydecene, Behenyl Alcohol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Isostearic Acid, Stearyl Alcohol, Urea, Glucosamine HCL, Algae Extract, Saccharomyces Cerevisiae Extract, Sodium PCA, Allantoin, Ethylhexylglycerin, Lauryl Betaine, Sodium Citrate, Disodium EDTA, Sorbitan Tristearate, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Alcohol, Citric Acid, Carbomer, Polysorbate 20, Sodium Hyaluronate, Hypericum Erectum Extract, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Ceramide NP, Tocopherol, Fragrance (Parfum), Geraniol, Limonene, Linalool, Citral, Sodium Benzoate, Phenoxyethanol.",15,1,0,1,0,1,0,0,1,0
Moisturiser,https://www.lookfantastic.com/eucerin-anti-pigment-spf30-day-cream-50ml/12034025.html,Eucerin Anti-Pigment SPF30 Day Cream 50ml,82,4.2,"Aqua, Homosalate, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, Dicaprylate/Dicaprate, Tapioca Starch, Distarch Phosphate, C12-15 Alkyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Isobutylamido Thiazolyl Resorcinol, Glycyrrhiza Inflata Root Extract, Tocopherol, Glucosylrutin, Isoquercitrin, Glycerin, Cetyl Alcohol, Stearyl Alcohol, Sodium Chloride, Xanthan Gum, Carbomer, Sodium Hydroxide, Glyceryl Stearate, Sodium Stearoyl Glutamate, Dimethicone, Phenoxyethanol, Trisodium EDTA, Parfum.",20,1,1,0,1,0,1,1,0,1
Moisturiser,https://www.lookfantastic.com/clinique-for-men-oil-control-moisturiser-100ml/10921699.html,Clinique for Men Oil-Control Moisturiser 100ml,91,4.1,"Water\Aqua\Eau, Isododecane, Butylene Glycol, Polypropylene, Dimethicone, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polygonum Cuspidatum Root Extract, Cucumis Sativus (Cucumber) Fruit Extract, Laminaria Saccharina Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Saccharomyces Lysate Extract, Lactobacillus Ferment, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Sodium Hyaluronate, Trehalose, Oleth-10, Caprylyl Glycol, Polysilicone-11, Tocopheryl Acetate, Propylene Glycol Dicaprate, Hexylene Glycol, Laureth-23, Laureth-4, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Disodium Edta, Phenoxyethanol, Yellow 6 (Ci 15985), Red 4 (Ci 14700), Yellow 5 (Ci 19140).",15,1,0,0,0,0,1,0,0,1
Moisturiser,https://www.lookfantastic.com/sukin-sensitive-facial-moisturiser-125ml/10961577.html,Sukin Sensitive Facial Moisturiser (125ml),35,4.4,"Aqua, Aloe Barbadensis Leaf Juice, Sesamum Indicum (Sesame) Seed Oil, Cetearyl Alcohol, Glycerin, Cetyl Alcohol, Ceteareth-20, Rosa Canina Fruit Oil (Rose Hip), Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Triticum Vulgare (Wheat) Germ Oil, Tocopherol (Vitamin E), Cucumis Sativus (Cucumber) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Vanillin, Vanilla Planifolia Fruit Extract, Phenoxyethanol, Benzyl Alcohol.",15,0,1,1,1,1,0,0,1,0
